KpiDetailID,SapID,KpiDataSourceID,CreatedDte,MarketExpr,RegionExpr,VcpTypeExpr,TechnologyExpr,DataCenterExpr,Valid,UpdatedDte,SiteExpr,created,updated
3489,04fa8113-f4de-59b5-9f76-52f8ff196db4,9,1661843275,'Global',/REGION,'VCP Far Edge','NR','',0,1661843275,/SITE,6/3/2025 10:22,6/3/2025 10:22
5348,66638986-75de-11ea-bdf7-05e82a428ba8,3,1661843288,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1661843288,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
5868,d4262497-7534-11ea-8c30-3b621d33377e,3,1661843292,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1661843292,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
7698,74801495-1c34-11eb-b59a-2d54dfc17bc9,2,1661843305,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1661843305,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
7945,f9b38ffb-5fa1-11eb-9387-1b5bc46b7b7a,7,1661843307,'Global','US','VCP Core 1.x','',"csvLookup('dataCenter', /NFName, 'undefined')",0,1661843307,"csvLookup('site', /NFName, 'undefined')",6/3/2025 10:22,6/3/2025 10:22
8232,0501162c-5fa2-11eb-9387-89ed062d907f,7,1662462070,'Global','US','VCP Core 1.x','',"csvLookup('dataCenter', /NFName, 'undefined')",0,1662462070,"csvLookup('site', /NFName, 'undefined')",6/3/2025 10:22,6/3/2025 10:22
8239,f61cd612-7536-11ea-8c30-ebf2d8cbf174,2,1662548541,'Global','US','VCP Edge 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1662548541,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8310,afaf684d-1c33-11eb-b59a-8f92bb5d7ff6,2,1662737677,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1662737677,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8332,093f139b-d8cf-11ea-8b0c-9118a2ab378a,2,1662976688,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1662976688,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8339,5fae2f61-1c34-11eb-b59a-37a20a96f5dd,3,1663091799,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1663091799,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8346,f87d77ce-7535-11ea-8c30-650eaae3e20b,2,1667485816,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1667485816,"substring(replace(/deviceName, 'ems-Affirmed: ', ''), 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8354,76b6fae8-097c-11eb-b59a-b54e06ae8254,2,1674148130,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1674148130,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8364,8337455a-8f12-487e-bff2-368d5d535a08,4,1676395146,'Global','US','VCP Edge 1.x','',"csvLookup('dataCenter', /Site, 'undefined')",0,1676395146,"toUpperCase(substringBefore(/system_name,'-'))",6/3/2025 10:22,6/3/2025 10:22
8373,91038fff-5a5d-11eb-bac5-87770b43bf42,6,1678902012,'Global','US','VCP Core 1.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1678902012,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8387,1e08a648-b655-11ea-b65a-b3ffe6790b0f,3,1685045026,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",0,1685045026,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8388,VNF_Samsung_aSTqltjLey,13,1685050680,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1685050680,'',6/3/2025 10:22,6/3/2025 10:22
8389,VNF_Samsung_aSTqltjLey,12,1685050680,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1685050680,'',6/3/2025 10:22,6/3/2025 10:22
8402,3205533d-5a5d-11eb-bac5-c9d776dbeded,6,1686680792,'Global','US','VCP Core 1.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1686680792,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8409,Nokia_CNF_ASHLR8C_65,6,1689618898,'Global','US','VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1689618898,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8410,Nokia_CNF_BFRTCN0_65,6,1689619522,'Global','US','VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1689619522,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8411,Nokia_CNF_U1A6PU6_65,6,1689620340,'Global','US','VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1689620340,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8437,74f0b0f2-6dae-11eb-84d7-47fa88805867,5,1691084472,'Global','US','VCP Far Edge','',"csvLookup('dataCenter', /Site, 'undefined')",0,1691084472,"toUpperCase(substringBefore(/source,'-'))",6/3/2025 10:22,6/3/2025 10:22
8442,5d2a1e6f-83d7-11ea-ba10-9bd31076ad64,2,1693483431,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1693483431,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8451,a6f95ef6-b654-11ea-b65a-f3afa2a7fca8,21,1695232391,'',"substringBefore( /tags_dc, '-' )",'VCPCore','',/tags_dc,1,1695232391,'',6/3/2025 10:22,6/3/2025 10:22
8462,dcf7e876-9172-4e61-9de5-62b9f3606767,1,1698953712,'Global','US','VCP Edge 1.x','',"csvLookup('dataCenter', /Site, 'undefined')",0,1698953712,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8463,73b622f3-8414-11ea-ba10-fbf61b49ae69,3,1699881174,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1699881174,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8464,db1e39d1-753c-11ea-8c30-afd38e299e4e,3,1699882430,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1699882430,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8465,3b91ff94-753d-11ea-8c30-3bf8ab28d11a,3,1699883378,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1699883378,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8466,227885b3-753d-11ea-8c30-ed063c7adc27,3,1699883865,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1699883865,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8467,f590d4a1-5a5d-11eb-bac5-872da8816eb4,6,1700159323,'Global','US','VCP Core 2.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1700159323,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8471,2911dad4-b631-11ea-b65a-5d11d122b01c,2,1700497868,'Global','US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1700497868,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8475,5b6bd24c-2afe-468d-8037-8eb3f12dfb78,6,1701406300,'Global','US','VCP Core 2.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1701406300,"toUpperCase(substring(/labels/sdl, 0, 8))",6/3/2025 10:22,6/3/2025 10:22
8476,576c3b79-1c34-11eb-b59a-a7b4cc2d3a7e,6,1701407649,'Global','US','VCP Core 1.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1701407649,"toUpperCase(substring(/labels/regstr, 0, 8))",6/3/2025 10:22,6/3/2025 10:22
8484,VNF_ZT_hrrY7cz3lZ,5,1706640463,'Global','US','VCP Far Edge','',"csvLookup('dataCenter', /Site, 'undefined')",0,1706640463,"toUpperCase(substringBefore(/source,'-'))",6/3/2025 10:22,6/3/2025 10:22
8509,VNF_ALU_0Ql9zz2lwc,3,1710343238,'Global',/volteRegion,'VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",0,1710343238,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8522,Platform_Verizon_j8d6Ce76qB,14,1714495423,/mrktID,'US','VCP Core 1.x','',"csvLookup('dataCenter', /Site, 'undefined')",1,1714495423,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8531,VNF_Samsung_K0KgnPEBDQ,2,1715182838,"substring(padLeft(substringAfterLast(/deviceName,'-'), 9, '0'), 0, 3)",'US','VCP Edge 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1715182838,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8532,VNF_Samsung_K0KgnPEBDQ,98,1715182839,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1715182839,/SITE,6/3/2025 10:22,6/3/2025 10:22
8542,VNF_ZT_iUZ2OmBTx5,23,1716312876,'Global','US','VCP Far Edge','',/dc,0,1716312876,"toUpperCase(substringBefore(/tags_hostname,'-'))",6/3/2025 10:22,6/3/2025 10:22
8544,Platform_hp_s8ixSc5SO6,23,1716313726,'Global','US','VCP Far Edge','',/dc,0,1716313726,"toUpperCase(substringBefore(/tags_hostname,'-'))",6/3/2025 10:22,6/3/2025 10:22
8572,VNF_Samsung_H6xB79LB8G,28,1725027817,'',/rtt_region,'','','',0,1725027817,'',6/3/2025 10:22,6/3/2025 10:22
8573,VNF_Samsung_H6xB79LB8G,29,1725027817,/Market ID,'','','','',0,1725027817,'',6/3/2025 10:22,6/3/2025 10:22
8595,CNF_Samsung_MXGwdAUAfs,32,1729754127,"padLeft(/MARKET, 3, '0')",'','','','',0,1729754127,'',6/3/2025 10:22,6/3/2025 10:22
8596,3cf95239-d9c1-11eb-b9aa-3be6e5b5e7ab,25,1729778705,"csvLookup('Market', /Site, 'undefined')",/Region,'VCP Core 1.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1729778705,"toUpperCase(substring(/labels/localdn, 0, 8))",6/3/2025 10:22,6/3/2025 10:22
8610,a4199437-d9c0-11eb-b9aa-27993d6be657,26,1731505334,/Market,/Region,'VCP Core 1.x','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1731505334,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8618,ca18c559-1c34-11eb-b59a-515832ef0c14,10,1733793089,'Global',/REGION,'VCP Far Edge','NR','',0,1733793089,/SITE,6/3/2025 10:22,6/3/2025 10:22
8619,VNF_Ericsson_0NrdzPC7x2,15,1733821025,/MARKET,/REGION,'',LTE,'',0,1733821025,'',6/3/2025 10:22,6/3/2025 10:22
8634,8d2bff9f-8019-11ea-ba10-3d2707e51749,2,1740557573,"substring(padLeft(substringAfterLast(/deviceName,'-'), 9, '0'), 0, 3)",'US','VCP Core 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1740557573,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8635,8d2bff9f-8019-11ea-ba10-3d2707e51749,95,1740557574,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1740557574,/SITE,6/3/2025 10:22,6/3/2025 10:22
8636,8d2bff9f-8019-11ea-ba10-3d2707e51749,31,1740557574,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1740557574,/site,6/3/2025 10:22,6/3/2025 10:22
8637,e9d8ab40-8019-11ea-ba10-2b57a6003c01,2,1740559247,"substring(padLeft(substringAfterLast(/deviceName,'-'), 9, '0'), 0, 3)",'US','VCP Edge 1.x','LTE',"csvLookup('dataCenter', /Site, 'undefined')",1,1740559247,"substring(/deviceName, 0, 8)",6/3/2025 10:22,6/3/2025 10:22
8638,e9d8ab40-8019-11ea-ba10-2b57a6003c01,97,1740559247,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1740559247,/SITE,6/3/2025 10:22,6/3/2025 10:22
8639,e9d8ab40-8019-11ea-ba10-2b57a6003c01,30,1740559247,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1740559247,/site,6/3/2025 10:22,6/3/2025 10:22
8641,Platform_Verizon_AmHfMRMwee,33,1742474678,/MARKET,/REGION,'VCP Far Edge','NR','',0,1742474678,'',6/3/2025 10:22,6/3/2025 10:22
8664,CNF_Ericsson_4bzlpAYZHI,27,1743773738,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1743773738,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8666,CNF_Ericsson_zApfZXFANG,27,1743774585,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1743774585,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8667,CNF_Ericsson_zcvS9ocRKL,27,1744017247,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1744017247,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8671,CNF_Ericsson_1EUEbYWkaK,27,1744694183,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1744694183,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8682,CNF_Ericsson_PJkQ8ofdJC,27,1745480944,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1745480944,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8683,CNF_Ericsson_itlmdDId4U,27,1745482652,/Market,/Region,'VCP Core - Webscale','NR',"csvLookup('dataCenter', /Site, 'undefined')",0,1745482652,"{[not(isEmpty(/labels/kubernetes_namespace))] -> toUpperCase(substring(/labels/kubernetes_namespace, 0, 8)), [not(isEmpty(/labels/namespace))] -> toUpperCase(substring(/labels/namespace, 0, 8))}",6/3/2025 10:22,6/3/2025 10:22
8709,CNF_Ericsson_hrqv1ARHcX,19,1747819892,/MARKET,/REGION,'VCP Far Edge','NR','',0,1747819892,/SITE,6/3/2025 10:22,6/3/2025 10:22
8758,CNF_Ericsson_bLoQ3vBHs3,11,1750257392,/MARKET,/REGION,'VCP Far Edge','NR','',0,1750257392,'',6/18/2025 14:36,6/18/2025 14:36
8759,CNF_Ericsson_bLoQ3vBHs3,19,1750257393,/MARKET,/REGION,'VCP Far Edge','NR','',0,1750257393,'',6/18/2025 14:36,6/18/2025 14:36
8778,c4e1856a-0980-11eb-b59a-51a4708c33dc,4,1753359255,"substring(substringAfter(/kubernetes_labels_release,'-'), 0, 3)",'US','VCP Edge 1.x','',"csvLookup('dataCenter', /Site, 'undefined')",0,1753359255,"toUpperCase(substringBefore(/system_name,'-'))",7/24/2025 12:14,7/24/2025 12:14
8779,c4e1856a-0980-11eb-b59a-51a4708c33dc,20,1753359255,/MARKET,/REGION,'VCP Far Edge','NR','',0,1753359255,'',7/24/2025 12:14,7/24/2025 12:14
8780,c4e1856a-0980-11eb-b59a-51a4708c33dc,8,1753370253,/MARKET,/REGION,'VCP Far Edge','NR','',0,1753370253,'',7/24/2025 15:17,7/24/2025 15:17
8781,c4e1856a-0980-11eb-b59a-51a4708c33dc,4,1753370254,"substring(substringAfter(/kubernetes_labels_release,'-'), 0, 3)",'US','VCP Edge 1.x','',"csvLookup('dataCenter', /Site, 'undefined')",0,1753370254,"toUpperCase(substringBefore(/system_name,'-'))",7/24/2025 15:17,7/24/2025 15:17
8782,c4e1856a-0980-11eb-b59a-51a4708c33dc,20,1753370254,/MARKET,/REGION,'VCP Far Edge','NR','',0,1753370254,'',7/24/2025 15:17,7/24/2025 15:17
8785,VNF_Nokia_wmdAugViTy,22,1753783030,/MARKET,/REGION,'',LTE,'',0,1753783030,'',7/29/2025 9:57,7/29/2025 9:57
8787,VNF_SEA_NOK_rctFawQnBB,22,1753784258,/MARKET,/REGION,'','LTE','',0,1753784258,'',7/29/2025 10:17,7/29/2025 10:17
8788,VNF_Samsung_McFcVMpI5g,22,1753784815,/MARKET,/REGION,'',LTE,'',0,1753784815,'',7/29/2025 10:26,7/29/2025 10:26
9999,VNF_Samsung_aSTqltjLey,99,1685050680,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1685050680,'',6/3/2025 10:22,6/3/2025 10:22
9998,e9d8ab40-8019-11ea-ba10-2b57a6003c01,96,1740559247,/MARKET,/REGION,'VCP Edge 1.x','NR','',0,1740559247,/SITE,6/3/2025 10:22,6/3/2025 10:22
